hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage,Num,food
McDonald's,4.5,27,"Burgers, Beverages, Cafe, Desserts","Kandivali East",75,30,1,Burgers
McDonald's,4.5,27,"Burgers, Beverages, Cafe, Desserts","Kandivali East",75,30,2," Beverages"
McDonald's,4.5,27,"Burgers, Beverages, Cafe, Desserts","Kandivali East",75,30,3," Cafe"
McDonald's,4.5,27,"Burgers, Beverages, Cafe, Desserts","Kandivali East",75,30,4," Desserts"
KFC,4.5,30,"Burgers, Biryani, American, Snacks, Fast Food","Kandivali East",80,40,1,Burgers
KFC,4.5,30,"Burgers, Biryani, American, Snacks, Fast Food","Kandivali East",80,40,2," Biryani"
KFC,4.5,30,"Burgers, Biryani, American, Snacks, Fast Food","Kandivali East",80,40,3," American"
KFC,4.5,30,"Burgers, Biryani, American, Snacks, Fast Food","Kandivali East",80,40,4," Snacks"
KFC,4.5,30,"Burgers, Biryani, American, Snacks, Fast Food","Kandivali East",80,40,5," Fast Food"
"Domino's Pizza",4.3,25,"Pizzas, Italian, Pastas, Desserts","Thakur Village",299,not_available,1,Pizzas
"Domino's Pizza",4.3,25,"Pizzas, Italian, Pastas, Desserts","Thakur Village",299,not_available,2," Italian"
"Domino's Pizza",4.3,25,"Pizzas, Italian, Pastas, Desserts","Thakur Village",299,not_available,3," Pastas"
"Domino's Pizza",4.3,25,"Pizzas, Italian, Pastas, Desserts","Thakur Village",299,not_available,4," Desserts"
"Charcoal Eats - Biryani & Beyond",4.3,24,"Biryani, Kebabs, Hyderabadi, North Indian","Kandivali East",100,50,1,Biryani
"Charcoal Eats - Biryani & Beyond",4.3,24,"Biryani, Kebabs, Hyderabadi, North Indian","Kandivali East",100,50,2," Kebabs"
"Charcoal Eats - Biryani & Beyond",4.3,24,"Biryani, Kebabs, Hyderabadi, North Indian","Kandivali East",100,50,3," Hyderabadi"
"Charcoal Eats - Biryani & Beyond",4.3,24,"Biryani, Kebabs, Hyderabadi, North Indian","Kandivali East",100,50,4," North Indian"
Sandwizzaa,4.5,22,"Snacks, Fast Food, Beverages, Jain","Kandivali East",120,60,1,Snacks
Sandwizzaa,4.5,22,"Snacks, Fast Food, Beverages, Jain","Kandivali East",120,60,2," Fast Food"
Sandwizzaa,4.5,22,"Snacks, Fast Food, Beverages, Jain","Kandivali East",120,60,3," Beverages"
Sandwizzaa,4.5,22,"Snacks, Fast Food, Beverages, Jain","Kandivali East",120,60,4," Jain"
"1441 Pizzeria",4.5,32,"Italian, Pizzas, Pastas","Kandivali East",120,60,1,Italian
"1441 Pizzeria",4.5,32,"Italian, Pizzas, Pastas","Kandivali East",120,60,2," Pizzas"
"1441 Pizzeria",4.5,32,"Italian, Pizzas, Pastas","Kandivali East",120,60,3," Pastas"
"Hangout Cakes & More",4.4,24,"Desserts, Bakery","Kandivali West",150,60,1,Desserts
"Hangout Cakes & More",4.4,24,"Desserts, Bakery","Kandivali West",150,60,2," Bakery"
"Love & Cheesecake ",4.5,14,Desserts,"Kandivali East",not_available,0,1,Desserts
"Nothing But Chicken",4.5,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food","Kandivali East",50,20,1,Salads
"Nothing But Chicken",4.5,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food","Kandivali East",50,20,2," Biryani"
"Nothing But Chicken",4.5,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food","Kandivali East",50,20,3," Kebabs"
"Nothing But Chicken",4.5,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food","Kandivali East",50,20,4," Fast Food"
"Nothing But Chicken",4.5,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food","Kandivali East",50,20,5," Healthy Food"
"Sweet Bengal",4.5,13,"Sweets, Indian, Snacks, Desserts","Kandivali East",50,20,1,Sweets
"Sweet Bengal",4.5,13,"Sweets, Indian, Snacks, Desserts","Kandivali East",50,20,2," Indian"
"Sweet Bengal",4.5,13,"Sweets, Indian, Snacks, Desserts","Kandivali East",50,20,3," Snacks"
"Sweet Bengal",4.5,13,"Sweets, Indian, Snacks, Desserts","Kandivali East",50,20,4," Desserts"
"Atta Girl",4.7,27,"South Indian","Kandivali West",not_available,0,1,"South Indian"
"NIC Ice Creams",4.5,17,"Ice Cream, Desserts","Kandivali East",149,not_available,1,"Ice Cream"
"NIC Ice Creams",4.5,17,"Ice Cream, Desserts","Kandivali East",149,not_available,2," Desserts"
"Poetry By Love & Cheesecake",4.4,34,Desserts,"Kandivali West",not_available,0,1,Desserts
"Havmor Havfunn Ice Cream",4.3,18,"Ice Cream, Ice Cream Cakes, Desserts, Beverages","Kandivali East",not_available,0,1,"Ice Cream"
"Havmor Havfunn Ice Cream",4.3,18,"Ice Cream, Ice Cream Cakes, Desserts, Beverages","Kandivali East",not_available,0,2," Ice Cream Cakes"
"Havmor Havfunn Ice Cream",4.3,18,"Ice Cream, Ice Cream Cakes, Desserts, Beverages","Kandivali East",not_available,0,3," Desserts"
"Havmor Havfunn Ice Cream",4.3,18,"Ice Cream, Ice Cream Cakes, Desserts, Beverages","Kandivali East",not_available,0,4," Beverages"
"NOTO - Ice Creams & Desserts",4.5,15,"Ice Cream","Kandivali East",799,not_available,1,"Ice Cream"
"McDonald's Gourmet Burger Collection",4.3,26,"Burgers, Beverages, Cafe, Desserts","Kandivali East",not_available,0,1,Burgers
"McDonald's Gourmet Burger Collection",4.3,26,"Burgers, Beverages, Cafe, Desserts","Kandivali East",not_available,0,2," Beverages"
"McDonald's Gourmet Burger Collection",4.3,26,"Burgers, Beverages, Cafe, Desserts","Kandivali East",not_available,0,3," Cafe"
"McDonald's Gourmet Burger Collection",4.3,26,"Burgers, Beverages, Cafe, Desserts","Kandivali East",not_available,0,4," Desserts"
"Grameen Kulfi",4.5,16,"Ice Cream, Desserts","Kandivali East",99,not_available,1,"Ice Cream"
"Grameen Kulfi",4.5,16,"Ice Cream, Desserts","Kandivali East",99,not_available,2," Desserts"
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,1,Sweets
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,2," Chaat"
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,3," Snacks"
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,4," Desserts"
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,5," Beverages"
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,6," Indian"
"Jumboking Indian Burger",4.2,25,"American, Mexican, Fast Food, Snacks, Beverages","Kandivali East",449,not_available,1,American
"Jumboking Indian Burger",4.2,25,"American, Mexican, Fast Food, Snacks, Beverages","Kandivali East",449,not_available,2," Mexican"
"Jumboking Indian Burger",4.2,25,"American, Mexican, Fast Food, Snacks, Beverages","Kandivali East",449,not_available,3," Fast Food"
"Jumboking Indian Burger",4.2,25,"American, Mexican, Fast Food, Snacks, Beverages","Kandivali East",449,not_available,4," Snacks"
"Jumboking Indian Burger",4.2,25,"American, Mexican, Fast Food, Snacks, Beverages","Kandivali East",449,not_available,5," Beverages"
Theobroma,4.4,23,"Bakery, Desserts","Kandivali West",999,not_available,1,Bakery
Theobroma,4.4,23,"Bakery, Desserts","Kandivali West",999,not_available,2," Desserts"
"Amul Real Milk Real Ice Cream",4.4,29,"Ice Cream","Kandivali West",749,not_available,1,"Ice Cream"
"Dabba Garam (Homestyle,Combo, Thali & More)",4.5,35,"Home Food, North Indian, Thai",Borivali,45,15,1,"Home Food"
"Dabba Garam (Homestyle,Combo, Thali & More)",4.5,35,"Home Food, North Indian, Thai",Borivali,45,15,2," North Indian"
"Dabba Garam (Homestyle,Combo, Thali & More)",4.5,35,"Home Food, North Indian, Thai",Borivali,45,15,3," Thai"
KFC,4.5,30,"Burgers, Biryani, American, Snacks, Fast Food","Kandivali East",80,40,1,Burgers
KFC,4.5,30,"Burgers, Biryani, American, Snacks, Fast Food","Kandivali East",80,40,2," Biryani"
KFC,4.5,30,"Burgers, Biryani, American, Snacks, Fast Food","Kandivali East",80,40,3," American"
KFC,4.5,30,"Burgers, Biryani, American, Snacks, Fast Food","Kandivali East",80,40,4," Snacks"
KFC,4.5,30,"Burgers, Biryani, American, Snacks, Fast Food","Kandivali East",80,40,5," Fast Food"
McDonald's,4.5,27,"Burgers, Beverages, Cafe, Desserts","Kandivali East",75,30,1,Burgers
McDonald's,4.5,27,"Burgers, Beverages, Cafe, Desserts","Kandivali East",75,30,2," Beverages"
McDonald's,4.5,27,"Burgers, Beverages, Cafe, Desserts","Kandivali East",75,30,3," Cafe"
McDonald's,4.5,27,"Burgers, Beverages, Cafe, Desserts","Kandivali East",75,30,4," Desserts"
"Bakingo-Cakes & Desserts",4.4,33,"Bakery, Desserts, Beverages, Snacks","Kandivali West",999,not_available,1,Bakery
"Bakingo-Cakes & Desserts",4.4,33,"Bakery, Desserts, Beverages, Snacks","Kandivali West",999,not_available,2," Desserts"
"Bakingo-Cakes & Desserts",4.4,33,"Bakery, Desserts, Beverages, Snacks","Kandivali West",999,not_available,3," Beverages"
"Bakingo-Cakes & Desserts",4.4,33,"Bakery, Desserts, Beverages, Snacks","Kandivali West",999,not_available,4," Snacks"
"Domino's Pizza",4.3,25,"Pizzas, Italian, Pastas, Desserts","Thakur Village",299,not_available,1,Pizzas
"Domino's Pizza",4.3,25,"Pizzas, Italian, Pastas, Desserts","Thakur Village",299,not_available,2," Italian"
"Domino's Pizza",4.3,25,"Pizzas, Italian, Pastas, Desserts","Thakur Village",299,not_available,3," Pastas"
"Domino's Pizza",4.3,25,"Pizzas, Italian, Pastas, Desserts","Thakur Village",299,not_available,4," Desserts"
"NH1 Bowls - Highway To North",4.5,16,"North Indian, Punjabi, Home Food","Kandivali East",100,50,1,"North Indian"
"NH1 Bowls - Highway To North",4.5,16,"North Indian, Punjabi, Home Food","Kandivali East",100,50,2," Punjabi"
"NH1 Bowls - Highway To North",4.5,16,"North Indian, Punjabi, Home Food","Kandivali East",100,50,3," Home Food"
"63 By-Lane",4.3,36,"Pizzas, Pastas, Salads","Kandivali East",699,not_available,1,Pizzas
"63 By-Lane",4.3,36,"Pizzas, Pastas, Salads","Kandivali East",699,not_available,2," Pastas"
"63 By-Lane",4.3,36,"Pizzas, Pastas, Salads","Kandivali East",699,not_available,3," Salads"
"Nishi Home Delites",4.5,27,"Indian, Punjabi","Kandivali East","FREE ITEM",not_available,1,Indian
"Nishi Home Delites",4.5,27,"Indian, Punjabi","Kandivali East","FREE ITEM",not_available,2," Punjabi"
Rasobongo,4.5,13,"Bengali, Sweets, Desserts, Snacks","Kandivali East",40,10,1,Bengali
Rasobongo,4.5,13,"Bengali, Sweets, Desserts, Snacks","Kandivali East",40,10,2," Sweets"
Rasobongo,4.5,13,"Bengali, Sweets, Desserts, Snacks","Kandivali East",40,10,3," Desserts"
Rasobongo,4.5,13,"Bengali, Sweets, Desserts, Snacks","Kandivali East",40,10,4," Snacks"
"Central Prabhu",4.4,35,"Mughlai, North Indian, Chinese, Konkan, Malwani","Kandivali East",299,not_available,1,Mughlai
"Central Prabhu",4.4,35,"Mughlai, North Indian, Chinese, Konkan, Malwani","Kandivali East",299,not_available,2," North Indian"
"Central Prabhu",4.4,35,"Mughlai, North Indian, Chinese, Konkan, Malwani","Kandivali East",299,not_available,3," Chinese"
"Central Prabhu",4.4,35,"Mughlai, North Indian, Chinese, Konkan, Malwani","Kandivali East",299,not_available,4," Konkan"
"Central Prabhu",4.4,35,"Mughlai, North Indian, Chinese, Konkan, Malwani","Kandivali East",299,not_available,5," Malwani"
Peetuk,4.5,22,"Biryani, Bengali","Kandivali East",249,not_available,1,Biryani
Peetuk,4.5,22,"Biryani, Bengali","Kandivali East",249,not_available,2," Bengali"
"The Joy Pizzateria",4.5,24,"Pizzas, Beverages","Kandivali East",120,60,1,Pizzas
"The Joy Pizzateria",4.5,24,"Pizzas, Beverages","Kandivali East",120,60,2," Beverages"
Theobroma,4.5,15,"Bakery, Desserts","Kandivali East",999,not_available,1,Bakery
Theobroma,4.5,15,"Bakery, Desserts","Kandivali East",999,not_available,2," Desserts"
"Third Wave Coffee",4.3,18,"Cafe, Beverages, Desserts","Kandivali East",50,20,1,Cafe
"Third Wave Coffee",4.3,18,"Cafe, Beverages, Desserts","Kandivali East",50,20,2," Beverages"
"Third Wave Coffee",4.3,18,"Cafe, Beverages, Desserts","Kandivali East",50,20,3," Desserts"
"Big Bowl",4.5,24,"North Indian, Chinese, Tibetan, Desserts","Kandivali East",169,not_available,1,"North Indian"
"Big Bowl",4.5,24,"North Indian, Chinese, Tibetan, Desserts","Kandivali East",169,not_available,2," Chinese"
"Big Bowl",4.5,24,"North Indian, Chinese, Tibetan, Desserts","Kandivali East",169,not_available,3," Tibetan"
"Big Bowl",4.5,24,"North Indian, Chinese, Tibetan, Desserts","Kandivali East",169,not_available,4," Desserts"
"Shree mithai",4.5,24,Indian,Borivali,not_available,0,1,Indian
Breadkraft,4.3,21,Pizzas,Mumbai,75,30,1,Pizzas
"The Bengal Club",4.3,18,Bengali,"Kandivali East",249,not_available,1,Bengali
Shawarmaji,4.4,16,Lebanese,"Kandivali East","FREE ITEM",not_available,1,Lebanese
"Charcoal Eats - Biryani & Beyond",4.3,24,"Biryani, Kebabs, Hyderabadi, North Indian","Kandivali East",100,50,1,Biryani
"Charcoal Eats - Biryani & Beyond",4.3,24,"Biryani, Kebabs, Hyderabadi, North Indian","Kandivali East",100,50,2," Kebabs"
"Charcoal Eats - Biryani & Beyond",4.3,24,"Biryani, Kebabs, Hyderabadi, North Indian","Kandivali East",100,50,3," Hyderabadi"
"Charcoal Eats - Biryani & Beyond",4.3,24,"Biryani, Kebabs, Hyderabadi, North Indian","Kandivali East",100,50,4," North Indian"
"Good Flippin' Burgers",4.5,18,"American, Fast Food, Burgers","Kandivali East",50,20,1,American
"Good Flippin' Burgers",4.5,18,"American, Fast Food, Burgers","Kandivali East",50,20,2," Fast Food"
"Good Flippin' Burgers",4.5,18,"American, Fast Food, Burgers","Kandivali East",50,20,3," Burgers"
Achija,4.5,22,"North Indian, South Indian, Chinese, Beverages, Indian, Burgers, Chaat","Kandivali East",not_available,0,1,"North Indian"
Achija,4.5,22,"North Indian, South Indian, Chinese, Beverages, Indian, Burgers, Chaat","Kandivali East",not_available,0,2," South Indian"
Achija,4.5,22,"North Indian, South Indian, Chinese, Beverages, Indian, Burgers, Chaat","Kandivali East",not_available,0,3," Chinese"
Achija,4.5,22,"North Indian, South Indian, Chinese, Beverages, Indian, Burgers, Chaat","Kandivali East",not_available,0,4," Beverages"
Achija,4.5,22,"North Indian, South Indian, Chinese, Beverages, Indian, Burgers, Chaat","Kandivali East",not_available,0,5," Indian"
Achija,4.5,22,"North Indian, South Indian, Chinese, Beverages, Indian, Burgers, Chaat","Kandivali East",not_available,0,6," Burgers"
Achija,4.5,22,"North Indian, South Indian, Chinese, Beverages, Indian, Burgers, Chaat","Kandivali East",not_available,0,7," Chaat"
"Granville Greens",4.5,36,"North Indian, South Indian, Chinese, Beverages, Italian, Mexican, Lebanese, Thai",Borivali,500,10,1,"North Indian"
"Granville Greens",4.5,36,"North Indian, South Indian, Chinese, Beverages, Italian, Mexican, Lebanese, Thai",Borivali,500,10,2," South Indian"
"Granville Greens",4.5,36,"North Indian, South Indian, Chinese, Beverages, Italian, Mexican, Lebanese, Thai",Borivali,500,10,3," Chinese"
"Granville Greens",4.5,36,"North Indian, South Indian, Chinese, Beverages, Italian, Mexican, Lebanese, Thai",Borivali,500,10,4," Beverages"
"Granville Greens",4.5,36,"North Indian, South Indian, Chinese, Beverages, Italian, Mexican, Lebanese, Thai",Borivali,500,10,5," Italian"
"Granville Greens",4.5,36,"North Indian, South Indian, Chinese, Beverages, Italian, Mexican, Lebanese, Thai",Borivali,500,10,6," Mexican"
"Granville Greens",4.5,36,"North Indian, South Indian, Chinese, Beverages, Italian, Mexican, Lebanese, Thai",Borivali,500,10,7," Lebanese"
"Granville Greens",4.5,36,"North Indian, South Indian, Chinese, Beverages, Italian, Mexican, Lebanese, Thai",Borivali,500,10,8," Thai"
"New kathiyawadi dhaba",4.5,34,"Indian, South Indian, Punjabi, Rajasthani",Borivali,700,10,1,Indian
"New kathiyawadi dhaba",4.5,34,"Indian, South Indian, Punjabi, Rajasthani",Borivali,700,10,2," South Indian"
"New kathiyawadi dhaba",4.5,34,"Indian, South Indian, Punjabi, Rajasthani",Borivali,700,10,3," Punjabi"
"New kathiyawadi dhaba",4.5,34,"Indian, South Indian, Punjabi, Rajasthani",Borivali,700,10,4," Rajasthani"
"Granville IDC Kitchen (Borivali)",4.4,34,"South Indian","Kandivali West",not_available,0,1,"South Indian"
Nirvana,4.3,32,"North Indian, Jain, Kebabs, Biryani, Chinese","Kandivali East",not_available,0,1,"North Indian"
Nirvana,4.3,32,"North Indian, Jain, Kebabs, Biryani, Chinese","Kandivali East",not_available,0,2," Jain"
Nirvana,4.3,32,"North Indian, Jain, Kebabs, Biryani, Chinese","Kandivali East",not_available,0,3," Kebabs"
Nirvana,4.3,32,"North Indian, Jain, Kebabs, Biryani, Chinese","Kandivali East",not_available,0,4," Biryani"
Nirvana,4.3,32,"North Indian, Jain, Kebabs, Biryani, Chinese","Kandivali East",not_available,0,5," Chinese"
"Banglore Iyanger Bakery",4.3,13,Bakery,"Kandivali East",40,10,1,Bakery
"Sweet County Cake Shop",4.5,25,"Desserts, Bakery, Snacks","Kandivali East",not_available,0,1,Desserts
"Sweet County Cake Shop",4.5,25,"Desserts, Bakery, Snacks","Kandivali East",not_available,0,2," Bakery"
"Sweet County Cake Shop",4.5,25,"Desserts, Bakery, Snacks","Kandivali East",not_available,0,3," Snacks"
"The Netrik's Joint",4.1,18,"Fast Food, Pizzas, Snacks, Chinese, Beverages","Kandivali West",75,30,1,"Fast Food"
"The Netrik's Joint",4.1,18,"Fast Food, Pizzas, Snacks, Chinese, Beverages","Kandivali West",75,30,2," Pizzas"
"The Netrik's Joint",4.1,18,"Fast Food, Pizzas, Snacks, Chinese, Beverages","Kandivali West",75,30,3," Snacks"
"The Netrik's Joint",4.1,18,"Fast Food, Pizzas, Snacks, Chinese, Beverages","Kandivali West",75,30,4," Chinese"
"The Netrik's Joint",4.1,18,"Fast Food, Pizzas, Snacks, Chinese, Beverages","Kandivali West",75,30,5," Beverages"
Sandwizzaa,4.5,22,"Snacks, Fast Food, Beverages, Jain","Kandivali East",120,60,1,Snacks
Sandwizzaa,4.5,22,"Snacks, Fast Food, Beverages, Jain","Kandivali East",120,60,2," Fast Food"
Sandwizzaa,4.5,22,"Snacks, Fast Food, Beverages, Jain","Kandivali East",120,60,3," Beverages"
Sandwizzaa,4.5,22,"Snacks, Fast Food, Beverages, Jain","Kandivali East",120,60,4," Jain"
"Gaurav Sweets And Namkeen",4.3,20,"Sweets, Snacks, Chaat","Kandivali East",not_available,0,1,Sweets
"Gaurav Sweets And Namkeen",4.3,20,"Sweets, Snacks, Chaat","Kandivali East",not_available,0,2," Snacks"
"Gaurav Sweets And Namkeen",4.3,20,"Sweets, Snacks, Chaat","Kandivali East",not_available,0,3," Chaat"
"Raju's Kitchen",4.2,32,"Chinese, Indian"," SARAAF CHOUDHARY NAGAR",40,10,1,Chinese
"Raju's Kitchen",4.2,32,"Chinese, Indian"," SARAAF CHOUDHARY NAGAR",40,10,2," Indian"
Bayleaf,4.5,32,"Indian, Snacks","Kandivali East",1500,10,1,Indian
Bayleaf,4.5,32,"Indian, Snacks","Kandivali East",1500,10,2," Snacks"
"South Tiffin House",4.3,28,"South Indian, Fast Food, Snacks","Kandivali East",75,30,1,"South Indian"
"South Tiffin House",4.3,28,"South Indian, Fast Food, Snacks","Kandivali East",75,30,2," Fast Food"
"South Tiffin House",4.3,28,"South Indian, Fast Food, Snacks","Kandivali East",75,30,3," Snacks"
"Brijwasi Sweets",4.5,14,"Sweets, Snacks","Kandivali East",100,10,1,Sweets
"Brijwasi Sweets",4.5,14,"Sweets, Snacks","Kandivali East",100,10,2," Snacks"
"1441 Pizzeria",4.5,32,"Italian, Pizzas, Pastas","Kandivali East",120,60,1,Italian
"1441 Pizzeria",4.5,32,"Italian, Pizzas, Pastas","Kandivali East",120,60,2," Pizzas"
"1441 Pizzeria",4.5,32,"Italian, Pizzas, Pastas","Kandivali East",120,60,3," Pastas"
"Dominic Pizza",4.39,33,"Fast Food, Pizzas, Chinese, Italian, Pastas, Desserts, Burgers, Mexican, American, Street Food","Pizza Story",100,50,1,"Fast Food"
"Dominic Pizza",4.39,33,"Fast Food, Pizzas, Chinese, Italian, Pastas, Desserts, Burgers, Mexican, American, Street Food","Pizza Story",100,50,2," Pizzas"
"Dominic Pizza",4.39,33,"Fast Food, Pizzas, Chinese, Italian, Pastas, Desserts, Burgers, Mexican, American, Street Food","Pizza Story",100,50,3," Chinese"
"Dominic Pizza",4.39,33,"Fast Food, Pizzas, Chinese, Italian, Pastas, Desserts, Burgers, Mexican, American, Street Food","Pizza Story",100,50,4," Italian"
"Dominic Pizza",4.39,33,"Fast Food, Pizzas, Chinese, Italian, Pastas, Desserts, Burgers, Mexican, American, Street Food","Pizza Story",100,50,5," Pastas"
"Dominic Pizza",4.39,33,"Fast Food, Pizzas, Chinese, Italian, Pastas, Desserts, Burgers, Mexican, American, Street Food","Pizza Story",100,50,6," Desserts"
"Dominic Pizza",4.39,33,"Fast Food, Pizzas, Chinese, Italian, Pastas, Desserts, Burgers, Mexican, American, Street Food","Pizza Story",100,50,7," Burgers"
"Dominic Pizza",4.39,33,"Fast Food, Pizzas, Chinese, Italian, Pastas, Desserts, Burgers, Mexican, American, Street Food","Pizza Story",100,50,8," Mexican"
"Dominic Pizza",4.39,33,"Fast Food, Pizzas, Chinese, Italian, Pastas, Desserts, Burgers, Mexican, American, Street Food","Pizza Story",100,50,9," American"
abCoffee,4.3,15,"Cafe, Beverages, Bakery, Desserts","Kandivali East",50,20,1,Cafe
abCoffee,4.3,15,"Cafe, Beverages, Bakery, Desserts","Kandivali East",50,20,2," Beverages"
abCoffee,4.3,15,"Cafe, Beverages, Bakery, Desserts","Kandivali East",50,20,3," Bakery"
abCoffee,4.3,15,"Cafe, Beverages, Bakery, Desserts","Kandivali East",50,20,4," Desserts"
"K Bhagat Tarachand",4.3,25,"North Indian","Kandivali East",not_available,0,1,"North Indian"
"Saffron Restaurant",4.5,31,"North Indian, Chinese, Beverages, Tandoor, Kebabs","Kandivali East","FREE ITEM",not_available,1,"North Indian"
"Saffron Restaurant",4.5,31,"North Indian, Chinese, Beverages, Tandoor, Kebabs","Kandivali East","FREE ITEM",not_available,2," Chinese"
"Saffron Restaurant",4.5,31,"North Indian, Chinese, Beverages, Tandoor, Kebabs","Kandivali East","FREE ITEM",not_available,3," Beverages"
"Saffron Restaurant",4.5,31,"North Indian, Chinese, Beverages, Tandoor, Kebabs","Kandivali East","FREE ITEM",not_available,4," Tandoor"
"Saffron Restaurant",4.5,31,"North Indian, Chinese, Beverages, Tandoor, Kebabs","Kandivali East","FREE ITEM",not_available,5," Kebabs"
"Flavours Of China",4.4,33,Chinese,"Kandivali East",not_available,0,1,Chinese
"The Veg Treat",4.4,33,"North Indian, South Indian, Chinese","Kandivali West",not_available,0,1,"North Indian"
"The Veg Treat",4.4,33,"North Indian, South Indian, Chinese","Kandivali West",not_available,0,2," South Indian"
"The Veg Treat",4.4,33,"North Indian, South Indian, Chinese","Kandivali West",not_available,0,3," Chinese"
"The House Of Pasta",4.5,34,"Pastas, Snacks",Borivali,999,not_available,1,Pastas
"The House Of Pasta",4.5,34,"Pastas, Snacks",Borivali,999,not_available,2," Snacks"
"Hangout Cakes & More",4.4,24,"Desserts, Bakery","Kandivali West",150,60,1,Desserts
"Hangout Cakes & More",4.4,24,"Desserts, Bakery","Kandivali West",150,60,2," Bakery"
"Radhe Dhokla",4.4,33,"North Indian, Gujarati, Punjabi, Fast Food, Chinese, Snacks","Kandivali West",449,not_available,1,"North Indian"
"Radhe Dhokla",4.4,33,"North Indian, Gujarati, Punjabi, Fast Food, Chinese, Snacks","Kandivali West",449,not_available,2," Gujarati"
"Radhe Dhokla",4.4,33,"North Indian, Gujarati, Punjabi, Fast Food, Chinese, Snacks","Kandivali West",449,not_available,3," Punjabi"
"Radhe Dhokla",4.4,33,"North Indian, Gujarati, Punjabi, Fast Food, Chinese, Snacks","Kandivali West",449,not_available,4," Fast Food"
"Radhe Dhokla",4.4,33,"North Indian, Gujarati, Punjabi, Fast Food, Chinese, Snacks","Kandivali West",449,not_available,5," Chinese"
"Radhe Dhokla",4.4,33,"North Indian, Gujarati, Punjabi, Fast Food, Chinese, Snacks","Kandivali West",449,not_available,6," Snacks"
"Love & Cheesecake ",4.5,14,Desserts,"Kandivali East",not_available,0,1,Desserts
"Northern Tadka",4.5,31,"North Indian, Mughlai","Kandivali East",40,10,1,"North Indian"
"Northern Tadka",4.5,31,"North Indian, Mughlai","Kandivali East",40,10,2," Mughlai"
"The Ice Cream Bakery - TIB",4.5,25,"Ice Cream, Bakery, Desserts, Sweets, Beverages","Kandivali East",50,20,1,"Ice Cream"
"The Ice Cream Bakery - TIB",4.5,25,"Ice Cream, Bakery, Desserts, Sweets, Beverages","Kandivali East",50,20,2," Bakery"
"The Ice Cream Bakery - TIB",4.5,25,"Ice Cream, Bakery, Desserts, Sweets, Beverages","Kandivali East",50,20,3," Desserts"
"The Ice Cream Bakery - TIB",4.5,25,"Ice Cream, Bakery, Desserts, Sweets, Beverages","Kandivali East",50,20,4," Sweets"
"The Ice Cream Bakery - TIB",4.5,25,"Ice Cream, Bakery, Desserts, Sweets, Beverages","Kandivali East",50,20,5," Beverages"
"Chai Sutta Bar",4.5,26,"Indian, Snacks","Kandivali East",40,10,1,Indian
"Chai Sutta Bar",4.5,26,"Indian, Snacks","Kandivali East",40,10,2," Snacks"
"Sweet Bengal",4.5,13,"Sweets, Indian, Snacks, Desserts","Kandivali East",50,20,1,Sweets
"Sweet Bengal",4.5,13,"Sweets, Indian, Snacks, Desserts","Kandivali East",50,20,2," Indian"
"Sweet Bengal",4.5,13,"Sweets, Indian, Snacks, Desserts","Kandivali East",50,20,3," Snacks"
"Sweet Bengal",4.5,13,"Sweets, Indian, Snacks, Desserts","Kandivali East",50,20,4," Desserts"
"Merwans Cake Stop",4.3,13,"Indian, Desserts","Kandivali East",not_available,0,1,Indian
"Merwans Cake Stop",4.3,13,"Indian, Desserts","Kandivali East",not_available,0,2," Desserts"
"Nothing But Chicken",4.5,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food","Kandivali East",50,20,1,Salads
"Nothing But Chicken",4.5,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food","Kandivali East",50,20,2," Biryani"
"Nothing But Chicken",4.5,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food","Kandivali East",50,20,3," Kebabs"
"Nothing But Chicken",4.5,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food","Kandivali East",50,20,4," Fast Food"
"Nothing But Chicken",4.5,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food","Kandivali East",50,20,5," Healthy Food"
"MOJO Pizza - 2X Toppings",4.5,21,"Pizzas, Italian, Fast Food, Desserts","Kandivali East",100,50,1,Pizzas
"MOJO Pizza - 2X Toppings",4.5,21,"Pizzas, Italian, Fast Food, Desserts","Kandivali East",100,50,2," Italian"
