hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage,Num,food
"Darbhanga Xpress - The Taste of Mithila",4.5,35,"Indian, Seafood","Kandivali East",100,50,2," Seafood"
Marrakesh,4.2,42,"Lebanese, North Indian, Kebabs, Desserts, Beverages",Kandivali,not_available,0,1,Lebanese
Marrakesh,4.2,42,"Lebanese, North Indian, Kebabs, Desserts, Beverages",Kandivali,not_available,0,2," North Indian"
Marrakesh,4.2,42,"Lebanese, North Indian, Kebabs, Desserts, Beverages",Kandivali,not_available,0,3," Kebabs"
Marrakesh,4.2,42,"Lebanese, North Indian, Kebabs, Desserts, Beverages",Kandivali,not_available,0,4," Desserts"
Marrakesh,4.2,42,"Lebanese, North Indian, Kebabs, Desserts, Beverages",Kandivali,not_available,0,5," Beverages"
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,1,Indian
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,2," Asian"
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,3," Continental"
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,4," Pan-Asian"
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,5," Chinese"
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,6," Mediterranean"
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,7," Mexican"
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,8," Lebanese"
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,9," North Indian"
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,11," Japanese"
"Bowl Soul",4.2,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available,12," South Indian"
"Olio - The Wood Fired Pizzeria",4.7,61,"Pizzas, Pastas, Fast Food, Snacks, Beverages","Kandivali West",249,not_available,1,Pizzas
"Olio - The Wood Fired Pizzeria",4.7,61,"Pizzas, Pastas, Fast Food, Snacks, Beverages","Kandivali West",249,not_available,2," Pastas"
"Olio - The Wood Fired Pizzeria",4.7,61,"Pizzas, Pastas, Fast Food, Snacks, Beverages","Kandivali West",249,not_available,3," Fast Food"
"Olio - The Wood Fired Pizzeria",4.7,61,"Pizzas, Pastas, Fast Food, Snacks, Beverages","Kandivali West",249,not_available,4," Snacks"
"Olio - The Wood Fired Pizzeria",4.7,61,"Pizzas, Pastas, Fast Food, Snacks, Beverages","Kandivali West",249,not_available,5," Beverages"
"Barista Coffee",4.7,44,"Beverages, Snacks, Desserts","Kandivali West",449,not_available,1,Beverages
"Barista Coffee",4.7,44,"Beverages, Snacks, Desserts","Kandivali West",449,not_available,2," Snacks"
"Barista Coffee",4.7,44,"Beverages, Snacks, Desserts","Kandivali West",449,not_available,3," Desserts"
"Kailash Parbat",4.1,46,"North Indian","Kandivali East",not_available,0,1,"North Indian"
"Chaat Street - Desi Chaat & Chai",4.3,44,"Snacks, Chaat, Street Food, North Indian, Fast Food","Gorai Road",349,not_available,1,Snacks
"Chaat Street - Desi Chaat & Chai",4.3,44,"Snacks, Chaat, Street Food, North Indian, Fast Food","Gorai Road",349,not_available,2," Chaat"
"Chaat Street - Desi Chaat & Chai",4.3,44,"Snacks, Chaat, Street Food, North Indian, Fast Food","Gorai Road",349,not_available,3," Street Food"
"Chaat Street - Desi Chaat & Chai",4.3,44,"Snacks, Chaat, Street Food, North Indian, Fast Food","Gorai Road",349,not_available,4," North Indian"
"Chaat Street - Desi Chaat & Chai",4.3,44,"Snacks, Chaat, Street Food, North Indian, Fast Food","Gorai Road",349,not_available,5," Fast Food"
"Suruchi Veg Restaurant",4.3,32,"North Indian, Chinese, South Indian, Fast Food, Beverages, Biryani","Kandivali East",800,10,1,"North Indian"
"Suruchi Veg Restaurant",4.3,32,"North Indian, Chinese, South Indian, Fast Food, Beverages, Biryani","Kandivali East",800,10,2," Chinese"
"Suruchi Veg Restaurant",4.3,32,"North Indian, Chinese, South Indian, Fast Food, Beverages, Biryani","Kandivali East",800,10,3," South Indian"
"Suruchi Veg Restaurant",4.3,32,"North Indian, Chinese, South Indian, Fast Food, Beverages, Biryani","Kandivali East",800,10,4," Fast Food"
"Suruchi Veg Restaurant",4.3,32,"North Indian, Chinese, South Indian, Fast Food, Beverages, Biryani","Kandivali East",800,10,5," Beverages"
"Suruchi Veg Restaurant",4.3,32,"North Indian, Chinese, South Indian, Fast Food, Beverages, Biryani","Kandivali East",800,10,6," Biryani"
"Oye Paratha House",4.3,35,Indian,"Kandivali East",100,50,1,Indian
"Mishra Pan Bhandar",4.3,27,"Paan, Sweets, Mughlai","Kandivali East",40,10,1,Paan
"Mishra Pan Bhandar",4.3,27,"Paan, Sweets, Mughlai","Kandivali East",40,10,2," Sweets"
"Mishra Pan Bhandar",4.3,27,"Paan, Sweets, Mughlai","Kandivali East",40,10,3," Mughlai"
"Ebony Casual Diner",4.5,24,"North Indian, Chinese, Biryani, Tandoor, Seafood","Kandivali East",75,30,1,"North Indian"
"Ebony Casual Diner",4.5,24,"North Indian, Chinese, Biryani, Tandoor, Seafood","Kandivali East",75,30,2," Chinese"
"Ebony Casual Diner",4.5,24,"North Indian, Chinese, Biryani, Tandoor, Seafood","Kandivali East",75,30,3," Biryani"
"Ebony Casual Diner",4.5,24,"North Indian, Chinese, Biryani, Tandoor, Seafood","Kandivali East",75,30,4," Tandoor"
"Ebony Casual Diner",4.5,24,"North Indian, Chinese, Biryani, Tandoor, Seafood","Kandivali East",75,30,5," Seafood"
"Golden Dragon Chinese Point",4.4,25,Chinese,"90 FT Road",120,60,1,Chinese
"Surbhi Pure Veg (Thakur Village)",4.5,30,"Indian, Biryani, Chinese, Snacks, Beverages","Kandivali East",449,not_available,1,Indian
"Surbhi Pure Veg (Thakur Village)",4.5,30,"Indian, Biryani, Chinese, Snacks, Beverages","Kandivali East",449,not_available,2," Biryani"
"Surbhi Pure Veg (Thakur Village)",4.5,30,"Indian, Biryani, Chinese, Snacks, Beverages","Kandivali East",449,not_available,3," Chinese"
"Surbhi Pure Veg (Thakur Village)",4.5,30,"Indian, Biryani, Chinese, Snacks, Beverages","Kandivali East",449,not_available,4," Snacks"
"Surbhi Pure Veg (Thakur Village)",4.5,30,"Indian, Biryani, Chinese, Snacks, Beverages","Kandivali East",449,not_available,5," Beverages"
"Cafe Cocobroma",4.5,21,"Cafe, Desserts, Waffle, Beverages, Bakery, Sweets","Kandivali East",50,20,1,Cafe
"Cafe Cocobroma",4.5,21,"Cafe, Desserts, Waffle, Beverages, Bakery, Sweets","Kandivali East",50,20,2," Desserts"
"Cafe Cocobroma",4.5,21,"Cafe, Desserts, Waffle, Beverages, Bakery, Sweets","Kandivali East",50,20,3," Waffle"
"Cafe Cocobroma",4.5,21,"Cafe, Desserts, Waffle, Beverages, Bakery, Sweets","Kandivali East",50,20,4," Beverages"
"Cafe Cocobroma",4.5,21,"Cafe, Desserts, Waffle, Beverages, Bakery, Sweets","Kandivali East",50,20,5," Bakery"
"Cafe Cocobroma",4.5,21,"Cafe, Desserts, Waffle, Beverages, Bakery, Sweets","Kandivali East",50,20,6," Sweets"
Surbhi,4.5,29,"Indian, Biryani, Chinese, South Indian, Snacks, Desserts, Beverages","Kandivali East",80,40,1,Indian
Surbhi,4.5,29,"Indian, Biryani, Chinese, South Indian, Snacks, Desserts, Beverages","Kandivali East",80,40,2," Biryani"
Surbhi,4.5,29,"Indian, Biryani, Chinese, South Indian, Snacks, Desserts, Beverages","Kandivali East",80,40,3," Chinese"
Surbhi,4.5,29,"Indian, Biryani, Chinese, South Indian, Snacks, Desserts, Beverages","Kandivali East",80,40,4," South Indian"
Surbhi,4.5,29,"Indian, Biryani, Chinese, South Indian, Snacks, Desserts, Beverages","Kandivali East",80,40,5," Snacks"
Surbhi,4.5,29,"Indian, Biryani, Chinese, South Indian, Snacks, Desserts, Beverages","Kandivali East",80,40,6," Desserts"
Surbhi,4.5,29,"Indian, Biryani, Chinese, South Indian, Snacks, Desserts, Beverages","Kandivali East",80,40,7," Beverages"
"Konark Veg Diet",4.5,24,"North Indian, Chinese, South Indian, Indian","Kandivali East",not_available,0,1,"North Indian"
"Konark Veg Diet",4.5,24,"North Indian, Chinese, South Indian, Indian","Kandivali East",not_available,0,2," Chinese"
"Konark Veg Diet",4.5,24,"North Indian, Chinese, South Indian, Indian","Kandivali East",not_available,0,3," South Indian"
"Konark Veg Diet",4.5,24,"North Indian, Chinese, South Indian, Indian","Kandivali East",not_available,0,4," Indian"
"Mira Veg Restaurant",4.5,25,"South Indian, Chinese, North Indian, Fast Food, Indian, Beverages, Street Food","Kandivali East",1500,10,1,"South Indian"
"Mira Veg Restaurant",4.5,25,"South Indian, Chinese, North Indian, Fast Food, Indian, Beverages, Street Food","Kandivali East",1500,10,2," Chinese"
"Mira Veg Restaurant",4.5,25,"South Indian, Chinese, North Indian, Fast Food, Indian, Beverages, Street Food","Kandivali East",1500,10,3," North Indian"
"Mira Veg Restaurant",4.5,25,"South Indian, Chinese, North Indian, Fast Food, Indian, Beverages, Street Food","Kandivali East",1500,10,4," Fast Food"
"Mira Veg Restaurant",4.5,25,"South Indian, Chinese, North Indian, Fast Food, Indian, Beverages, Street Food","Kandivali East",1500,10,5," Indian"
"Mira Veg Restaurant",4.5,25,"South Indian, Chinese, North Indian, Fast Food, Indian, Beverages, Street Food","Kandivali East",1500,10,6," Beverages"
"Mira Veg Restaurant",4.5,25,"South Indian, Chinese, North Indian, Fast Food, Indian, Beverages, Street Food","Kandivali East",1500,10,7," Street Food"
"Aavakay The Andhra Kitchen",4.5,32,"Andhra, Biryani, Indian, Desserts, Beverages","Kandivali East",75,30,1,Andhra
"Aavakay The Andhra Kitchen",4.5,32,"Andhra, Biryani, Indian, Desserts, Beverages","Kandivali East",75,30,2," Biryani"
"Aavakay The Andhra Kitchen",4.5,32,"Andhra, Biryani, Indian, Desserts, Beverages","Kandivali East",75,30,3," Indian"
"Aavakay The Andhra Kitchen",4.5,32,"Andhra, Biryani, Indian, Desserts, Beverages","Kandivali East",75,30,4," Desserts"
"Aavakay The Andhra Kitchen",4.5,32,"Andhra, Biryani, Indian, Desserts, Beverages","Kandivali East",75,30,5," Beverages"
Papacream,4.4,38,"Ice Cream, Healthy Food, Desserts","Kandivali West",120,60,1,"Ice Cream"
Papacream,4.4,38,"Ice Cream, Healthy Food, Desserts","Kandivali West",120,60,2," Healthy Food"
Papacream,4.4,38,"Ice Cream, Healthy Food, Desserts","Kandivali West",120,60,3," Desserts"
"Bangalore Iyengar's Bakery",4.3,51,Bakery,"Kandivali East",not_available,0,1,Bakery
"B Burger - Bigger Burger",4.7,45,"Burgers, American, Beverages, Snacks","Kandivali West",349,not_available,1,Burgers
"B Burger - Bigger Burger",4.7,45,"Burgers, American, Beverages, Snacks","Kandivali West",349,not_available,2," American"
"B Burger - Bigger Burger",4.7,45,"Burgers, American, Beverages, Snacks","Kandivali West",349,not_available,3," Beverages"
"B Burger - Bigger Burger",4.7,45,"Burgers, American, Beverages, Snacks","Kandivali West",349,not_available,4," Snacks"
"Art Of Dum",4.7,59,"Biryani, North Indian, Kebabs, Indian, Awadhi, Hyderabadi, Mughlai, Desserts, Beverages","Kandivali West",300,25,1,Biryani
"Art Of Dum",4.7,59,"Biryani, North Indian, Kebabs, Indian, Awadhi, Hyderabadi, Mughlai, Desserts, Beverages","Kandivali West",300,25,2," North Indian"
"Art Of Dum",4.7,59,"Biryani, North Indian, Kebabs, Indian, Awadhi, Hyderabadi, Mughlai, Desserts, Beverages","Kandivali West",300,25,3," Kebabs"
"Art Of Dum",4.7,59,"Biryani, North Indian, Kebabs, Indian, Awadhi, Hyderabadi, Mughlai, Desserts, Beverages","Kandivali West",300,25,4," Indian"
"Art Of Dum",4.7,59,"Biryani, North Indian, Kebabs, Indian, Awadhi, Hyderabadi, Mughlai, Desserts, Beverages","Kandivali West",300,25,5," Awadhi"
"Art Of Dum",4.7,59,"Biryani, North Indian, Kebabs, Indian, Awadhi, Hyderabadi, Mughlai, Desserts, Beverages","Kandivali West",300,25,6," Hyderabadi"
"Art Of Dum",4.7,59,"Biryani, North Indian, Kebabs, Indian, Awadhi, Hyderabadi, Mughlai, Desserts, Beverages","Kandivali West",300,25,7," Mughlai"
"Art Of Dum",4.7,59,"Biryani, North Indian, Kebabs, Indian, Awadhi, Hyderabadi, Mughlai, Desserts, Beverages","Kandivali West",300,25,8," Desserts"
"Art Of Dum",4.7,59,"Biryani, North Indian, Kebabs, Indian, Awadhi, Hyderabadi, Mughlai, Desserts, Beverages","Kandivali West",300,25,9," Beverages"
"China Box Co",4.5,42,"Chinese, Asian, Thai, Seafood",Borivali,499,not_available,1,Chinese
"China Box Co",4.5,42,"Chinese, Asian, Thai, Seafood",Borivali,499,not_available,2," Asian"
"China Box Co",4.5,42,"Chinese, Asian, Thai, Seafood",Borivali,499,not_available,3," Thai"
"China Box Co",4.5,42,"Chinese, Asian, Thai, Seafood",Borivali,499,not_available,4," Seafood"
"Mini Punjab",4.7,52,"North Indian, Chinese","Kandivali West",80,15,1,"North Indian"
"Mini Punjab",4.7,52,"North Indian, Chinese","Kandivali West",80,15,2," Chinese"
"Dimsum (Momo) Express",4.5,45,"North Indian, Chinese, Tandoor",Borivali,749,not_available,1,"North Indian"
"Dimsum (Momo) Express",4.5,45,"North Indian, Chinese, Tandoor",Borivali,749,not_available,2," Chinese"
"Dimsum (Momo) Express",4.5,45,"North Indian, Chinese, Tandoor",Borivali,749,not_available,3," Tandoor"
"Coco Cafe",4.1,66,"Cafe, Burgers, American, Italian, Beverages, Desserts, Pastas, Continental","Kandivali East",499,not_available,1,Cafe
"Coco Cafe",4.1,66,"Cafe, Burgers, American, Italian, Beverages, Desserts, Pastas, Continental","Kandivali East",499,not_available,2," Burgers"
"Coco Cafe",4.1,66,"Cafe, Burgers, American, Italian, Beverages, Desserts, Pastas, Continental","Kandivali East",499,not_available,3," American"
"Coco Cafe",4.1,66,"Cafe, Burgers, American, Italian, Beverages, Desserts, Pastas, Continental","Kandivali East",499,not_available,4," Italian"
"Coco Cafe",4.1,66,"Cafe, Burgers, American, Italian, Beverages, Desserts, Pastas, Continental","Kandivali East",499,not_available,5," Beverages"
"Coco Cafe",4.1,66,"Cafe, Burgers, American, Italian, Beverages, Desserts, Pastas, Continental","Kandivali East",499,not_available,6," Desserts"
"Coco Cafe",4.1,66,"Cafe, Burgers, American, Italian, Beverages, Desserts, Pastas, Continental","Kandivali East",499,not_available,7," Pastas"
"Coco Cafe",4.1,66,"Cafe, Burgers, American, Italian, Beverages, Desserts, Pastas, Continental","Kandivali East",499,not_available,8," Continental"
Al-Baik.Com,4.1,52,"Fast Food, Pizzas, Burgers, Rolls & Wraps, Snacks","Kandivali West",not_available,0,1,"Fast Food"
Al-Baik.Com,4.1,52,"Fast Food, Pizzas, Burgers, Rolls & Wraps, Snacks","Kandivali West",not_available,0,2," Pizzas"
Al-Baik.Com,4.1,52,"Fast Food, Pizzas, Burgers, Rolls & Wraps, Snacks","Kandivali West",not_available,0,3," Burgers"
Al-Baik.Com,4.1,52,"Fast Food, Pizzas, Burgers, Rolls & Wraps, Snacks","Kandivali West",not_available,0,4," Rolls & Wraps"
Al-Baik.Com,4.1,52,"Fast Food, Pizzas, Burgers, Rolls & Wraps, Snacks","Kandivali West",not_available,0,5," Snacks"
Foodland,4.7,53,"Mughlai, North Indian, Chinese, Seafood","Kandivali West",not_available,0,1,Mughlai
Foodland,4.7,53,"Mughlai, North Indian, Chinese, Seafood","Kandivali West",not_available,0,2," North Indian"
Foodland,4.7,53,"Mughlai, North Indian, Chinese, Seafood","Kandivali West",not_available,0,3," Chinese"
Foodland,4.7,53,"Mughlai, North Indian, Chinese, Seafood","Kandivali West",not_available,0,4," Seafood"
"House of Candy",4.7,78,Sweets,"Kandivali West",not_available,0,1,Sweets
"Fruit Pop by Eatfit",4.3,41,"Beverages, Juices, Healthy Food, Desserts","Gorai Road",80,40,1,Beverages
"Fruit Pop by Eatfit",4.3,41,"Beverages, Juices, Healthy Food, Desserts","Gorai Road",80,40,2," Juices"
"Fruit Pop by Eatfit",4.3,41,"Beverages, Juices, Healthy Food, Desserts","Gorai Road",80,40,3," Healthy Food"
"Fruit Pop by Eatfit",4.3,41,"Beverages, Juices, Healthy Food, Desserts","Gorai Road",80,40,4," Desserts"
"Artinci - Indulge Guilt Free!",4.7,50,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery, Sweets","Kandivali West",449,not_available,1,"Ice Cream"
"Artinci - Indulge Guilt Free!",4.7,50,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery, Sweets","Kandivali West",449,not_available,2," Healthy Food"
"Artinci - Indulge Guilt Free!",4.7,50,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery, Sweets","Kandivali West",449,not_available,3," Keto"
"Artinci - Indulge Guilt Free!",4.7,50,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery, Sweets","Kandivali West",449,not_available,4," Desserts"
"Artinci - Indulge Guilt Free!",4.7,50,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery, Sweets","Kandivali West",449,not_available,5," Snacks"
"Artinci - Indulge Guilt Free!",4.7,50,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery, Sweets","Kandivali West",449,not_available,6," Beverages"
"Artinci - Indulge Guilt Free!",4.7,50,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery, Sweets","Kandivali West",449,not_available,7," Bakery"
"Artinci - Indulge Guilt Free!",4.7,50,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery, Sweets","Kandivali West",449,not_available,8," Sweets"
"Taaka Chinese",4.2,46,"Chinese, Oriental, Asian",Goregaon,129,not_available,1,Chinese
"Taaka Chinese",4.2,46,"Chinese, Oriental, Asian",Goregaon,129,not_available,2," Oriental"
"Taaka Chinese",4.2,46,"Chinese, Oriental, Asian",Goregaon,129,not_available,3," Asian"
"Tandoori Nights",4.4,43,"Mughlai, Chinese","Kandivali West",not_available,0,1,Mughlai
"Tandoori Nights",4.4,43,"Mughlai, Chinese","Kandivali West",not_available,0,2," Chinese"
Mirch,4.4,38,"Mughlai, North Indian, Chinese, South Indian","Kandivali East",50,20,1,Mughlai
Mirch,4.4,38,"Mughlai, North Indian, Chinese, South Indian","Kandivali East",50,20,2," North Indian"
Mirch,4.4,38,"Mughlai, North Indian, Chinese, South Indian","Kandivali East",50,20,3," Chinese"
Mirch,4.4,38,"Mughlai, North Indian, Chinese, South Indian","Kandivali East",50,20,4," South Indian"
"Banglore Iyengar Bakery",4.3,16,"Bakery, Snacks","Kandivali East",not_available,0,1,Bakery
"Banglore Iyengar Bakery",4.3,16,"Bakery, Snacks","Kandivali East",not_available,0,2," Snacks"
"The Baker's Dozen",4.2,40,"Bakery, Snacks, Desserts",Goregaon,449,not_available,1,Bakery
"The Baker's Dozen",4.2,40,"Bakery, Snacks, Desserts",Goregaon,449,not_available,2," Snacks"
"The Baker's Dozen",4.2,40,"Bakery, Snacks, Desserts",Goregaon,449,not_available,3," Desserts"
Haka,4.7,64,"Chinese, Asian","Kandivali West",249,not_available,1,Chinese
Haka,4.7,64,"Chinese, Asian","Kandivali West",249,not_available,2," Asian"
"Samosa Singh",4.5,44,"North Indian, Indian, Snacks, Street Food",Borivali,499,not_available,1,"North Indian"
